"Issue Type","Issue ID","Summary","Parent","Assignee","Story Points","Original Estimate","Sprint","Priority","Labels","Description"
"Subtask","630403","Deliver consumer flow for replace a current supportplan after revalidation","6304","","","43200","MB Sprint 3","High","sprint3-gated-plan-replacement","## Objective
Deliver the real consumer or actor-facing flow required by Story 6304.

## Acceptance Criteria
- [ ] Build current-versus-proposed comparison and confirmation.
- [ ] Keep current usable until confirmed.
- [ ] Reload ACTIVE replacement and SUPERSEDED history.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630404","Verify replace a current supportplan after revalidation","6304","","","28800","MB Sprint 3","High","sprint3-gated-plan-replacement","## Objective
Prove Story 6304 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise success, stale provider, concurrent change, duplicate, rollback, and unchanged current.
- [ ] Verify exact transaction/history.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6304 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","630501","Confirm track SupportPlan activity engagement and helpfulness ADR and user flow","6305","","","10800","MB Sprint 3","Medium","sprint3-later-plan-engagement","## Objective
Confirm the narrow remaining decisions for track supportplan activity engagement and helpfulness before irreversible implementation.

## Acceptance Criteria
- [ ] Approve activity/check-in model and trackable resources.
- [ ] Confirm helpfulness, barriers, reflection, edit window, and pause behavior.
- [ ] Approve neutral non-gamified wording.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6305 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","630502","Implement owner capability for track supportplan activity engagement and helpfulness","6305","","","64800","MB Sprint 3","Medium","sprint3-later-plan-engagement","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6305.

## Acceptance Criteria
- [ ] Persist item engagement, barriers, helpfulness, reflection, time, and versions.
- [ ] Implement owned create/update/history and minimized reassessment projection.
- [ ] Enforce lifecycle/item rules without scoring.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630503","Deliver consumer flow for track supportplan activity engagement and helpfulness","6305","","","43200","MB Sprint 3","Medium","sprint3-later-plan-engagement","## Objective
Deliver the real consumer or actor-facing flow required by Story 6305.

## Acceptance Criteria
- [ ] Build current activities, check-in, helpfulness, barrier, reflection, and history UI.
- [ ] Handle paused/completed/superseded/conflict states.
- [ ] Avoid streak pressure and improvement claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","630504","Verify track supportplan activity engagement and helpfulness","6305","","","28800","MB Sprint 3","Medium","sprint3-later-plan-engagement","## Objective
Prove Story 6305 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise lifecycle rules, repeat/update, item versions, reload, and projection.
- [ ] Inspect API/UI for inferred adherence or improvement.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6305 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640101","Confirm provision and display controlled-demo consultation credits ADR and user flow","6401","","","7200","MB Sprint 3","High","sprint3-next-demo-credit","## Objective
Confirm the narrow remaining decisions for provision and display controlled-demo consultation credits before irreversible implementation.

## Acceptance Criteria
- [ ] Approve provisioning actor, amount, repeat rule, and environments.
- [ ] Confirm balance/history fields and demo disclosure.
- [ ] Confirm migration path to paid credits.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6401 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640102","Implement owner capability for provision and display controlled-demo consultation credits","6401","","","21600","MB Sprint 3","High","sprint3-next-demo-credit","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6401.

## Acceptance Criteria
- [ ] Implement idempotent demo provisioning and balance/history contract.
- [ ] Persist demo provenance and ledger transitions.
- [ ] Provide atomic booking use without duplicated balance.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640103","Deliver consumer flow for provision and display controlled-demo consultation credits","6401","","","14400","MB Sprint 3","High","sprint3-next-demo-credit","## Objective
Deliver the real consumer or actor-facing flow required by Story 6401.

## Acceptance Criteria
- [ ] Build balance/history and approved demo setup state.
- [ ] Show actual held/released/forfeited outcomes.
- [ ] Avoid cash refund or completed MoMo claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640104","Verify provision and display controlled-demo consultation credits","6401","","","7200","MB Sprint 3","High","sprint3-next-demo-credit","## Objective
Prove Story 6401 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise repeat provisioning, reload, wrong actor/environment, and ledger.
- [ ] Verify booking can hold exactly one credit.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6401 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640201","Confirm request an appointment and hold its slot and credit ADR and user flow","6402","","","10800","MB Sprint 3","High","sprint3-gated-appointment-request","## Objective
Confirm the narrow remaining decisions for request an appointment and hold its slot and credit before irreversible implementation.

## Acceptance Criteria
- [ ] Approve request confirmation/deadline copy.
- [ ] Confirm client credit id versus atomic selection.
- [ ] Confirm slot snapshot fields.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6402 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640202","Implement owner capability for request an appointment and hold its slot and credit","6402","","","64800","MB Sprint 3","High","sprint3-gated-appointment-request","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6402.

## Acceptance Criteria
- [ ] Persist appointment, snapshot, credit, REQUESTED, deadline, history, and idempotency.
- [ ] Lock and hold slot plus credit in one transaction.
- [ ] Return stable stale-slot, credit, modality, and deadline conflicts.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640203","Deliver consumer flow for request an appointment and hold its slot and credit","6402","","","43200","MB Sprint 3","High","sprint3-gated-appointment-request","## Objective
Deliver the real consumer or actor-facing flow required by Story 6402.

## Acceptance Criteria
- [ ] Submit selected slot through real BFF and show REQUESTED/deadline/held credit.
- [ ] Handle stale slot, insufficient credit, conflict, and failure.
- [ ] Reload backend state instead of local arrays.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640204","Verify request an appointment and hold its slot and credit","6402","","","28800","MB Sprint 3","High","sprint3-gated-appointment-request","## Objective
Prove Story 6402 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise both modalities, lead time, stale slot, double booking, duplicate, concurrency, and no credit.
- [ ] Verify one appointment and one hold each.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6402 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640301","Confirm accept, reject, or expire appointment requests ADR and user flow","6403","","","7200","MB Sprint 3","High","sprint3-gated-appointment-decision","## Objective
Confirm the narrow remaining decisions for accept, reject, or expire appointment requests before irreversible implementation.

## Acceptance Criteria
- [ ] Approve rejection reasons and copy.
- [ ] Confirm expiry cadence/notification.
- [ ] Confirm decision-versus-expiry race.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6403 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640302","Implement owner capability for accept, reject, or expire appointment requests","6403","","","36000","MB Sprint 3","High","sprint3-gated-appointment-decision","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6403.

## Acceptance Criteria
- [ ] Implement accept/reject and scheduled expiry with locking/idempotency.
- [ ] Persist history and settle holds exactly once.
- [ ] Publish minimal outcome facts through outbox if used.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640303","Deliver consumer flow for accept, reject, or expire appointment requests","6403","","","28800","MB Sprint 3","High","sprint3-gated-appointment-decision","## Objective
Deliver the real consumer or actor-facing flow required by Story 6403.

## Acceptance Criteria
- [ ] Replace specialist fixtures with real request decisions.
- [ ] Show user CONFIRMED/REJECTED/EXPIRED and credit outcome.
- [ ] Handle deadline, race, empty, and failure.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640304","Verify accept, reject, or expire appointment requests","6403","","","14400","MB Sprint 3","High","sprint3-gated-appointment-decision","## Objective
Prove Story 6403 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise accept, reject, expiry, races, repeats, wrong specialist, and reload.
- [ ] Verify screens, slot, and ledger agree.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6403 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640401","Confirm cancel or reschedule appointments with auditable history ADR and user flow","6404","","","10800","MB Sprint 3","High","sprint3-gated-appointment-change","## Objective
Confirm the narrow remaining decisions for cancel or reschedule appointments with auditable history before irreversible implementation.

## Acceptance Criteria
- [ ] Approve cancel reasons and credit copy.
- [ ] Confirm reschedule actors and transaction boundary.
- [ ] Approve old/new history presentation.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6404 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640402","Implement owner capability for cancel or reschedule appointments with auditable history","6404","","","64800","MB Sprint 3","High","sprint3-gated-appointment-change","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6404.

## Acceptance Criteria
- [ ] Implement actor/time-aware cancellation settlement and immutable history.
- [ ] Create linked new request without in-place mutation.
- [ ] Prevent double settlement and invalid terminal changes.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640403","Deliver consumer flow for cancel or reschedule appointments with auditable history","6404","","","43200","MB Sprint 3","High","sprint3-gated-appointment-change","## Objective
Deliver the real consumer or actor-facing flow required by Story 6404.

## Acceptance Criteria
- [ ] Use real cancel and new-slot reschedule BFF commands.
- [ ] Show old/new links, actor, reason, and credit outcome.
- [ ] Handle new-slot failure honestly.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640404","Verify cancel or reschedule appointments with auditable history","6404","","","28800","MB Sprint 3","High","sprint3-gated-appointment-change","## Objective
Prove Story 6404 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise every cancellation row, 24-hour boundary, repeats, races, and reschedule failure.
- [ ] Verify immutable snapshots and one ledger result.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6404 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640501","Confirm create and share a manual appointment-scoped ConsultationBrief ADR and user flow","6405","","","10800","MB Sprint 3","Medium","sprint3-gated-consultation-brief","## Objective
Confirm the narrow remaining decisions for create and share a manual appointment-scoped consultationbrief before irreversible implementation.

## Acceptance Criteria
- [ ] Approve final fields, edit/freeze, and note limits.
- [ ] Confirm grant window, revocation, retention, and amendment.
- [ ] Confirm prohibited data and read-state copy.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6405 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640502","Implement owner capability for create and share a manual appointment-scoped consultationbrief","6405","","","64800","MB Sprint 3","Medium","sprint3-gated-consultation-brief","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6405.

## Acceptance Criteria
- [ ] Persist Care draft, immutable shared snapshot, sources, and scoped grant.
- [ ] Expose authorized projection to Consultation with deadlines and fail-closed behavior.
- [ ] Preserve manual flow without AI.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640503","Deliver consumer flow for create and share a manual appointment-scoped consultationbrief","6405","","","43200","MB Sprint 3","Medium","sprint3-gated-consultation-brief","## Objective
Deliver the real consumer or actor-facing flow required by Story 6405.

## Acceptance Criteria
- [ ] Build user create/edit/review/approve/revoke and specialist read-only states.
- [ ] Show exact fields/window before sharing.
- [ ] Never show raw journal, answers, AI history, or unrelated plan.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640504","Verify create and share a manual appointment-scoped consultationbrief","6405","","","28800","MB Sprint 3","Medium","sprint3-gated-consultation-brief","## Objective
Prove Story 6405 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise manual flow, wrong actor/appointment, early/expired, revocation race, and minimization.
- [ ] Inspect payloads/logs for prohibited content.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6405 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640601","Confirm enter appointment chat and enforce its time window ADR and user flow","6406","","","10800","MB Sprint 3","Medium","sprint3-gated-chat-access","## Objective
Confirm the narrow remaining decisions for enter appointment chat and enforce its time window before irreversible implementation.

## Acceptance Criteria
- [ ] Confirm conversation creation and waiting messages.
- [ ] Confirm reconnect/history and early/late copy.
- [ ] Confirm no continuous access.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6406 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640602","Implement owner capability for enter appointment chat and enforce its time window","6406","","","64800","MB Sprint 3","Medium","sprint3-gated-chat-access","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6406.

## Acceptance Criteria
- [ ] Add Consultation eligibility query and Realtime appointment binding.
- [ ] Enforce actor, state, waiting, send interval, cancellation, and read-only server-side.
- [ ] Preserve idempotent send and resync.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640603","Deliver consumer flow for enter appointment chat and enforce its time window","6406","","","43200","MB Sprint 3","Medium","sprint3-gated-chat-access","## Objective
Deliver the real consumer or actor-facing flow required by Story 6406.

## Acceptance Criteria
- [ ] Build waiting, active, reconnecting, ended, cancelled, and failure UI.
- [ ] Connect real appointment eligibility and conversation.
- [ ] Do not trust client clock for authorization.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640604","Verify enter appointment chat and enforce its time window","6406","","","28800","MB Sprint 3","Medium","sprint3-gated-chat-access","## Objective
Prove Story 6406 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise wrong actor, early entry/send, active/end, cancel, reconnect, duplicate, and history.
- [ ] Verify server enforcement independently.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6406 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640701","Confirm complete chat sessions from delivery evidence ADR and user flow","6407","","","10800","MB Sprint 3","Medium","sprint3-gated-chat-completion","## Objective
Confirm the narrow remaining decisions for complete chat sessions from delivery evidence before irreversible implementation.

## Acceptance Criteria
- [ ] Approve non-content activity threshold and check-ins.
- [ ] Confirm no-show timing/explanation.
- [ ] Confirm no private message text is required.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6407 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640702","Implement owner capability for complete chat sessions from delivery evidence","6407","","","64800","MB Sprint 3","Medium","sprint3-gated-chat-completion","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6407.

## Acceptance Criteria
- [ ] Persist minimal check-in/activity facts and session states.
- [ ] Implement scheduler, no-show, completion, credit, and earning exactly once.
- [ ] Make evidence ingestion duplicate/reorder safe.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640703","Deliver consumer flow for complete chat sessions from delivery evidence","6407","","","43200","MB Sprint 3","Medium","sprint3-gated-chat-completion","## Objective
Deliver the real consumer or actor-facing flow required by Story 6407.

## Acceptance Criteria
- [ ] Show session progress, ended processing, completed, and no-show outcomes.
- [ ] Display actual credit result without message judgments.
- [ ] Reload Consultation truth.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640704","Verify complete chat sessions from delivery evidence","6407","","","28800","MB Sprint 3","Medium","sprint3-gated-chat-completion","## Objective
Prove Story 6407 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise sufficient/insufficient evidence, both no-shows, duplicates, reorder, scheduler retry, and settlement race.
- [ ] Verify one terminal result, credit transition, and earning.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6407 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640801","Confirm complete in-person sessions with check-in and user confirmation ADR and user flow","6408","","","10800","MB Sprint 3","Medium","sprint3-gated-inperson-completion","## Objective
Confirm the narrow remaining decisions for complete in-person sessions with check-in and user confirmation before irreversible implementation.

## Acceptance Criteria
- [ ] Approve check-in method/time/location window.
- [ ] Approve issue reasons and dispute follow-up.
- [ ] Confirm 24-hour auto-complete notification/race.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6408 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640802","Implement owner capability for complete in-person sessions with check-in and user confirmation","6408","","","64800","MB Sprint 3","Medium","sprint3-gated-inperson-completion","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6408.

## Acceptance Criteria
- [ ] Persist check-ins, SESSION_DELIVERED, confirm, dispute, and deadline.
- [ ] Enforce actor/modality/time/location and single settlement.
- [ ] Handle suspension, cancellation, no-show, and races.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640803","Deliver consumer flow for complete in-person sessions with check-in and user confirmation","6408","","","43200","MB Sprint 3","Medium","sprint3-gated-inperson-completion","## Objective
Deliver the real consumer or actor-facing flow required by Story 6408.

## Acceptance Criteria
- [ ] Build participant check-in, specialist delivered, user confirm/report, pending, completed, and disputed UI.
- [ ] Show snapshot and credit outcome.
- [ ] Never offer specialist-only completion.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640804","Verify complete in-person sessions with check-in and user confirmation","6408","","","28800","MB Sprint 3","Medium","sprint3-gated-inperson-completion","## Objective
Prove Story 6408 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise check-ins, missing actor, early delivery, confirm, dispute, timeout, races, cancel, and no-show.
- [ ] Verify one terminal transition/settlement.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6408 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","640901","Confirm publish a short user-visible SessionSummary ADR and user flow","6409","","","7200","MB Sprint 3","Medium","sprint3-gated-session-summary","## Objective
Confirm the narrow remaining decisions for publish a short user-visible sessionsummary before irreversible implementation.

## Acceptance Criteria
- [ ] Approve field limits and eligible state/window.
- [ ] Confirm amendment and issue-report behavior.
- [ ] Confirm later-brief reuse consent.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6409 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","640902","Implement owner capability for publish a short user-visible sessionsummary","6409","","","36000","MB Sprint 3","Medium","sprint3-gated-session-summary","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6409.

## Acceptance Criteria
- [ ] Persist approved fields, author, appointment, timestamps, and version.
- [ ] Enforce assignment/state/limits and expose user/Care projections.
- [ ] Reject private or clinical fields.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640903","Deliver consumer flow for publish a short user-visible sessionsummary","6409","","","28800","MB Sprint 3","Medium","sprint3-gated-session-summary","## Objective
Deliver the real consumer or actor-facing flow required by Story 6409.

## Acceptance Criteria
- [ ] Replace simulated notes with real specialist form and user read view.
- [ ] Remove risk, diagnosis, confidential notes, and treatment.
- [ ] Show amendment and reuse approval as confirmed.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","640904","Verify publish a short user-visible sessionsummary","6409","","","14400","MB Sprint 3","Medium","sprint3-gated-session-summary","## Objective
Prove Story 6409 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise state, actors, field rejection, edit policy, reload, and reuse consent.
- [ ] Inspect payloads/UI for prohibited fields.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6409 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","650101","Confirm compose the four-dimension ReassessmentSummary ADR and user flow","6501","","","10800","MB Sprint 3","Medium","sprint3-gated-reassessment-api","## Objective
Confirm the narrow remaining decisions for compose the four-dimension reassessmentsummary before irreversible implementation.

## Acceptance Criteria
- [ ] Approve periods and journal sufficiency.
- [ ] Confirm engagement/helpfulness/reflection inputs.
- [ ] Approve contradictory and unavailable wording.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6501 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","650102","Implement owner capability for compose the four-dimension reassessmentsummary","6501","","","64800","MB Sprint 3","Medium","sprint3-gated-reassessment-api","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6501.

## Acceptance Criteria
- [ ] Add Care contract and reproducible summary snapshot/query.
- [ ] Calculate PHQ/GAD locally and consume minimized projections with safe fallback.
- [ ] Preserve source/version/coverage and never combine scores.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","650103","Deliver consumer flow for compose the four-dimension reassessmentsummary","6501","","","43200","MB Sprint 3","Medium","sprint3-gated-reassessment-api","## Objective
Deliver the real consumer or actor-facing flow required by Story 6501.

## Acceptance Criteria
- [ ] Expose current/history APIs with explicit unavailable and INSUFFICIENT_DATA states.
- [ ] Provide contradictory examples for 6502.
- [ ] Do not invent neutral or positive trends.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","650104","Verify compose the four-dimension reassessmentsummary","6501","","","28800","MB Sprint 3","Medium","sprint3-gated-reassessment-api","## Objective
Prove Story 6501 across its real owners and consumers.

## Acceptance Criteria
- [ ] Exercise sufficient, sparse, unavailable, contradictory, deleted source, repeat, and deterministic scoring.
- [ ] Inspect provenance and absence of combined score.

## Definition of Done
- [ ] Relevant checks pass and exact commands/results are recorded.
- [ ] Evidence is classified truthfully and uses non-sensitive data.
- [ ] Story 6501 Evidence and Completion Notes are updated without fabricated claims."
"Subtask","650201","Confirm show truthful four-dimension reassessment progress ADR and user flow","6502","","","7200","MB Sprint 3","Medium","sprint3-gated-reassessment-ui","## Objective
Confirm the narrow remaining decisions for show truthful four-dimension reassessment progress before irreversible implementation.

## Acceptance Criteria
- [ ] Approve labels, copy, and default period display.
- [ ] Confirm visible versus expandable source detail.
- [ ] Approve contradictory/unavailable/insufficient presentation.

## Definition of Done
- [ ] Approved details are recorded in the canonical ADR, policy, contract, or module docs only where needed.
- [ ] Story 6502 has no materially blocking API, persistence, ownership, or actor-flow ambiguity.
- [ ] Already approved behavior is not reopened as ceremonial documentation."
"Subtask","650202","Implement owner capability for show truthful four-dimension reassessment progress","6502","","","36000","MB Sprint 3","Medium","sprint3-gated-reassessment-ui","## Objective
Deliver the owner-side contract, persistence, and behavior required by Story 6502.

## Acceptance Criteria
- [ ] Add typed BFF integration for current/history and all states.
- [ ] Map dimensions without recalculation or relabeling authority.
- [ ] Preserve safe dependency errors.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
"Subtask","650203","Deliver consumer flow for show truthful four-dimension reassessment progress","6502","","","28800","MB Sprint 3","Medium","sprint3-gated-reassessment-ui","## Objective
Deliver the real consumer or actor-facing flow required by Story 6502.

## Acceptance Criteria
- [ ] Build separate dimension cards, coverage, periods, sources, loading, empty, and failure.
- [ ] Show contradictions without one verdict.
- [ ] Remove hardcoded improvement claims.

## Definition of Done
- [ ] The slice is independently reviewable and focused checks pass.
- [ ] Contracts, persistence, authorization, failures, and docs agree where applicable.
- [ ] No unrelated abstraction or deferred feature is introduced."
